tanggal,kandang,lokasi,umur_hari,populasi_awal,populasi_akhir,mortalitas,suhu_c,kelembaban,wqi,aqi,berat_rata_kg,total_pakan_kg,fcr,performa
2025-03-31,K004,A,33,6270,6145,125,28.1,84.9,90.2,108.7,1.97,20.57,1.7,Sedang
2025-01-26,K057,C,34,4072,3960,112,30.7,65.4,81.9,114.9,1.4,10.85,1.96,Boros
2025-02-21,K047,C,33,5993,5813,180,33.7,65.4,67.8,96.9,1.5,16.8,1.93,Boros
2025-08-14,K038,B,33,6294,6141,153,28.5,71.1,72.2,89.1,1.62,17.71,1.78,Sedang
2025-01-03,K094,E,31,7675,7493,182,28.5,75.0,66.9,103.7,1.66,21.49,1.73,Sedang
2025-09-09,K099,E,30,5001,4881,120,29.1,59.1,81.0,91.9,1.71,14.75,1.76,Sedang
2025-09-17,K026,B,30,3519,3438,81,29.3,65.0,86.6,119.0,1.74,10.63,1.78,Sedang
2025-12-28,K013,A,34,6115,5989,126,27.7,68.5,87.0,106.1,2.13,22.6,1.77,Sedang
2025-03-15,K009,A,32,5369,5254,115,24.8,76.2,94.3,110.2,1.83,16.26,1.69,Sedang
2025-04-01,K055,C,32,6318,6161,157,30.0,63.7,68.5,113.2,1.65,17.69,1.75,Sedang
2025-02-03,K027,B,30,6929,6769,160,27.5,67.0,89.9,116.3,1.62,18.82,1.72,Sedang
2025-01-17,K078,D,31,4216,4102,114,29.0,84.5,73.5,68.4,1.36,10.38,1.85,Boros
2025-10-05,K017,A,30,5635,5511,124,25.0,77.9,91.4,91.6,1.7,16.99,1.82,Boros
2025-04-19,K026,B,29,6180,6035,145,29.7,68.0,80.3,120.5,1.66,18.34,1.83,Boros
2025-02-10,K093,E,30,6354,6186,168,30.9,69.5,63.4,103.1,1.38,15.15,1.78,Sedang
2025-07-08,K040,B,29,3278,3201,77,29.8,67.6,86.5,115.6,1.71,10.07,1.84,Boros
2025-12-17,K069,D,29,6156,5983,173,30.5,80.2,64.6,90.9,1.39,14.64,1.76,Sedang
2025-07-31,K061,D,34,7964,7730,234,31.0,82.3,60.0,112.0,1.45,20.84,1.86,Boros
2025-04-22,K025,B,33,7308,7144,164,27.8,68.7,84.8,107.4,1.7,21.31,1.75,Sedang
2025-05-29,K054,C,35,3520,3428,92,30.9,62.0,66.7,124.2,1.64,10.15,1.81,Boros
2025-05-19,K081,E,34,5800,5665,135,28.2,70.8,98.7,103.5,1.92,20.08,1.84,Boros
2025-07-10,K065,D,30,3166,3087,79,26.5,85.0,69.1,109.3,1.46,7.82,1.74,Sedang
2025-03-22,K057,C,28,3174,3087,87,30.8,67.7,71.3,87.5,1.61,9.23,1.86,Boros
2025-07-11,K055,C,35,7173,7009,164,27.2,61.8,74.4,101.2,1.86,23.35,1.79,Sedang
2025-10-16,K058,C,30,5386,5237,149,31.4,59.0,78.6,114.4,1.5,15.58,1.98,Boros
2025-10-10,K065,D,34,6093,5937,156,28.4,81.1,67.7,99.7,1.53,15.64,1.73,Sedang
2025-11-24,K057,C,30,3112,3020,92,32.7,66.6,64.1,123.6,1.2,6.86,1.89,Boros
2025-05-06,K012,A,32,3887,3804,83,24.0,74.3,85.8,98.2,1.94,13.44,1.82,Boros
2025-02-02,K059,C,29,6765,6588,177,30.5,72.4,61.3,84.3,1.6,17.63,1.68,Sedang
2025-03-20,K007,A,31,5761,5646,115,25.8,81.7,86.2,98.7,2.03,19.08,1.66,Sedang
2025-08-06,K057,C,31,6545,6355,190,32.2,59.4,74.7,106.2,1.65,19.72,1.88,Boros
2025-08-07,K084,E,30,5633,5501,132,27.0,91.6,78.3,99.9,1.64,15.33,1.7,Sedang
2025-01-22,K038,B,31,5414,5280,134,28.9,66.4,75.6,96.1,1.86,18.2,1.85,Boros
2025-11-05,K066,D,28,5305,5158,147,31.2,87.7,60.0,114.7,1.24,11.27,1.77,Sedang
2025-03-06,K029,B,30,4813,4703,110,28.3,72.5,76.0,77.2,1.8,14.79,1.75,Sedang
2025-04-08,K100,E,34,4920,4806,114,27.7,84.3,76.7,74.7,1.83,14.91,1.7,Sedang
2025-03-14,K010,A,30,5426,5315,111,25.0,74.3,90.1,77.1,2.08,19.03,1.72,Sedang
2025-09-05,K073,D,32,5784,5620,164,30.4,85.2,57.3,119.1,1.36,13.87,1.81,Boros
2025-10-26,K069,D,29,4361,4230,131,32.6,85.0,65.9,129.3,1.2,9.18,1.81,Boros
2025-05-07,K038,B,35,5556,5423,133,26.4,73.4,83.2,114.1,1.64,16.82,1.89,Boros
2025-04-17,K006,A,28,3741,3662,79,23.4,73.7,89.4,99.0,2.01,12.46,1.69,Sedang
2025-04-24,K040,B,28,3134,3062,72,29.3,61.1,83.1,91.4,1.87,9.68,1.69,Sedang
2025-12-29,K061,D,33,4637,4500,137,31.2,78.1,67.9,106.2,1.38,11.72,1.88,Boros
2025-12-07,K038,B,31,3195,3115,80,29.3,70.8,75.8,100.7,1.82,10.12,1.79,Sedang
2025-10-10,K012,A,31,5591,5466,125,29.0,68.4,94.2,77.8,1.96,19.09,1.78,Sedang
2025-12-18,K055,C,35,5594,5441,153,32.5,60.3,84.9,83.9,1.94,19.57,1.86,Boros
2025-05-30,K039,B,35,5773,5623,150,30.7,74.0,82.6,96.5,1.79,19.93,1.98,Boros
2025-10-12,K073,D,35,7757,7556,201,26.5,87.4,60.5,81.5,1.58,21.93,1.83,Boros
2025-07-28,K033,B,29,5253,5123,130,30.9,79.2,78.5,118.5,1.88,17.67,1.84,Boros
2025-09-04,K039,B,35,6360,6212,148,27.3,66.1,76.6,112.5,1.86,21.89,1.89,Boros
2025-01-19,K062,D,29,5977,5817,160,28.7,83.2,80.0,86.1,1.52,16.0,1.81,Boros
2025-08-27,K093,E,35,4348,4238,110,29.6,65.7,69.7,94.2,1.8,14.04,1.84,Boros
2025-11-01,K026,B,30,6700,6540,160,30.1,71.6,86.3,115.7,1.97,22.6,1.75,Sedang
2025-10-09,K032,B,35,6816,6673,143,28.9,71.9,92.6,103.4,2.14,25.29,1.77,Sedang
2025-07-25,K071,D,30,4255,4129,126,32.0,67.4,68.3,97.8,1.43,10.84,1.84,Boros
2025-02-17,K018,A,31,5604,5489,115,23.9,77.3,87.6,97.7,2.0,18.98,1.73,Sedang
2025-01-20,K079,D,30,5890,5736,154,28.4,72.6,63.2,78.0,1.39,14.27,1.8,Sedang
2025-04-17,K095,E,28,4955,4837,118,28.5,74.4,83.9,101.8,1.7,15.03,1.83,Boros
2025-07-20,K008,A,29,5618,5505,113,27.2,78.1,90.1,105.6,2.06,18.65,1.65,Sedang
2025-04-02,K071,D,34,7953,7732,221,30.2,81.1,67.2,105.8,1.39,20.85,1.95,Boros
2025-09-02,K036,B,33,3954,3863,91,27.0,68.9,84.4,121.0,1.78,11.68,1.7,Sedang
2025-04-04,K002,A,29,3857,3776,81,26.0,83.0,91.3,97.6,1.86,12.55,1.79,Sedang
2025-05-26,K023,B,30,7251,7090,161,28.4,82.1,85.3,121.2,1.71,21.45,1.77,Sedang
2025-04-20,K021,B,34,5934,5806,128,29.2,63.8,73.8,111.1,2.0,21.16,1.82,Boros
2025-12-06,K070,D,32,4540,4405,135,31.1,77.5,73.7,96.1,1.36,11.64,1.94,Boros
2025-04-30,K060,C,35,7199,7004,195,32.2,63.1,78.8,84.0,1.9,25.66,1.93,Boros
2025-08-18,K077,D,33,5505,5350,155,30.4,84.5,65.3,109.6,1.55,14.86,1.79,Sedang
2025-12-31,K067,D,30,7594,7353,241,33.7,74.2,59.8,91.2,1.38,19.01,1.88,Boros
2025-10-31,K054,C,29,6196,6041,155,29.6,58.3,83.9,99.8,1.89,21.21,1.86,Boros
2025-12-05,K010,A,29,5258,5151,107,25.7,82.8,88.1,86.1,2.05,17.33,1.64,Sedang
2025-05-19,K087,E,30,5217,5100,117,28.5,73.1,83.0,74.9,1.84,15.08,1.61,Sedang
2025-06-15,K084,E,34,6414,6264,150,27.5,68.0,79.1,124.4,1.63,18.64,1.83,Boros
2025-02-28,K041,C,35,3615,3512,103,33.3,62.1,85.7,95.5,1.75,12.66,2.06,Boros
2025-08-02,K076,D,35,7108,6929,179,28.0,73.7,83.7,93.4,1.57,21.68,1.99,Boros
2025-11-18,K077,D,35,7391,7200,191,27.5,83.8,71.8,97.3,1.6,20.4,1.77,Sedang
2025-07-28,K090,E,34,3943,3842,101,31.3,78.4,80.4,107.6,1.85,13.51,1.9,Boros
2025-06-30,K027,B,32,4230,4129,101,28.9,68.4,83.2,93.9,1.83,13.94,1.85,Boros
2025-08-10,K095,E,28,4094,3998,96,28.1,62.0,70.2,66.0,1.67,11.04,1.65,Sedang
2025-10-17,K058,C,32,7455,7257,198,30.3,50.0,74.7,119.0,1.32,17.52,1.82,Boros
2025-04-20,K011,A,32,7261,7106,155,24.0,68.5,90.9,66.8,1.96,24.59,1.76,Sedang
2025-10-05,K088,E,32,6199,6059,140,24.2,74.3,76.6,108.7,1.94,20.5,1.74,Sedang
2025-12-21,K024,B,34,3776,3687,89,28.3,70.9,88.2,95.9,1.82,11.95,1.78,Sedang
2025-03-30,K022,B,34,7135,6954,181,31.2,71.8,86.9,109.7,1.96,26.12,1.91,Boros
2025-08-06,K020,A,31,3226,3154,72,25.4,83.5,81.0,90.1,1.98,11.35,1.82,Boros
2025-01-18,K048,C,35,4881,4749,132,32.2,50.0,69.3,110.9,1.76,15.28,1.83,Boros
2025-04-05,K014,A,30,3219,3146,73,26.0,75.9,87.6,93.4,1.82,9.68,1.69,Sedang
2025-08-10,K053,C,35,4229,4111,118,31.4,63.8,84.4,115.6,1.42,11.49,1.97,Boros
2025-04-09,K032,B,31,7861,7685,176,30.4,74.2,76.7,72.9,1.95,27.18,1.81,Boros
2025-09-07,K085,E,29,5764,5585,179,35.3,82.9,83.6,120.7,1.43,16.59,2.07,Boros
2025-09-30,K081,E,34,4520,4416,104,26.5,73.5,70.9,103.5,1.82,14.42,1.79,Sedang
2025-07-08,K028,B,34,4117,4027,90,28.4,63.0,74.7,126.0,1.75,12.58,1.79,Sedang
2025-09-26,K082,E,30,5761,5609,152,31.8,68.7,84.8,105.6,1.78,18.84,1.89,Boros
2025-02-22,K095,E,30,6871,6711,160,23.8,74.3,93.5,83.3,1.67,20.04,1.79,Sedang
2025-05-20,K015,A,33,6113,5975,138,24.8,78.8,89.6,66.9,1.98,21.94,1.85,Boros
2025-05-19,K062,D,32,7485,7253,232,32.9,72.9,74.0,109.9,1.42,20.33,1.97,Boros
2025-04-12,K086,E,28,7199,6996,203,32.8,62.4,79.2,95.1,1.48,19.16,1.85,Boros
2025-12-25,K083,E,29,6797,6633,164,30.7,81.2,64.8,83.9,2.0,24.0,1.81,Boros
2025-06-26,K090,E,30,7567,7373,194,31.2,70.2,91.3,93.3,1.78,24.5,1.86,Boros
2025-05-17,K080,D,32,4273,4140,133,31.2,73.7,61.1,89.2,1.26,8.97,1.71,Sedang
2025-04-28,K024,B,30,6354,6191,163,30.3,77.6,86.7,107.6,1.57,17.7,1.82,Boros
2025-04-23,K080,D,31,4711,4577,134,28.6,78.8,80.2,111.1,1.2,10.54,1.92,Boros
2025-05-09,K055,C,31,5341,5184,157,34.5,68.7,71.5,111.2,1.62,16.98,2.02,Boros
2025-09-07,K015,A,29,4326,4228,98,26.0,84.1,84.8,109.3,1.8,13.22,1.74,Sedang
2025-04-01,K087,E,28,6308,6133,175,33.8,78.9,85.3,104.3,1.76,20.31,1.88,Boros
2025-11-07,K053,C,30,5866,5709,157,30.2,67.7,73.0,79.0,1.73,18.21,1.85,Boros
2025-09-24,K030,B,34,3731,3648,83,27.1,63.8,82.5,98.0,1.81,11.87,1.8,Sedang
2025-04-13,K094,E,31,3277,3198,79,28.8,70.8,82.1,91.2,1.76,10.0,1.77,Sedang
2025-04-11,K040,B,32,5658,5535,123,26.4,75.1,85.9,64.8,1.94,18.88,1.76,Sedang
2025-01-08,K080,D,32,4262,4142,120,28.2,85.2,69.4,89.8,1.25,9.49,1.83,Boros
2025-05-23,K072,D,30,6076,5919,157,29.4,78.1,76.1,70.7,1.59,16.67,1.77,Sedang
2025-01-20,K090,E,28,7651,7457,194,30.9,80.7,66.8,78.8,1.7,22.29,1.76,Sedang
2025-01-19,K015,A,29,7240,7076,164,26.7,69.5,94.7,104.5,1.79,22.23,1.76,Sedang
2025-12-29,K071,D,35,6907,6717,190,29.9,88.2,71.7,102.9,1.51,19.03,1.88,Boros
2025-07-06,K040,B,30,7266,7108,158,27.8,70.8,78.8,123.5,1.69,19.74,1.65,Sedang
2025-07-20,K031,B,34,7066,6894,172,29.8,66.8,79.0,98.9,2.03,26.86,1.92,Boros
2025-08-18,K030,B,30,5397,5258,139,31.5,67.5,84.1,127.4,1.57,15.67,1.9,Boros
2025-05-02,K006,A,29,3607,3531,76,25.0,82.9,86.7,90.1,1.94,12.12,1.77,Sedang
2025-08-17,K073,D,29,3808,3703,105,29.8,85.0,69.4,101.9,1.4,9.4,1.82,Boros
2025-08-02,K083,E,34,3598,3520,78,28.4,64.2,89.6,92.2,2.05,12.73,1.76,Sedang
2025-08-13,K014,A,31,5971,5835,136,23.4,79.7,84.9,83.8,1.59,16.96,1.82,Boros
2025-08-25,K098,E,33,4960,4848,112,24.6,78.9,95.8,99.1,1.81,15.46,1.77,Sedang
2025-11-30,K025,B,32,7905,7727,178,27.8,69.7,76.3,95.0,1.85,24.54,1.72,Sedang
2025-02-23,K082,E,34,4356,4258,98,28.0,80.4,65.5,85.7,1.94,13.88,1.68,Sedang
2025-09-03,K004,A,34,7670,7517,153,23.4,79.7,89.7,71.5,2.22,28.16,1.68,Sedang
2025-05-21,K012,A,32,6734,6590,144,26.0,71.4,90.4,81.4,1.86,21.89,1.79,Sedang
2025-09-27,K016,A,33,6092,5961,131,22.0,66.8,86.1,68.4,1.87,19.77,1.77,Sedang
2025-06-14,K064,D,31,3949,3838,111,29.1,76.5,71.2,91.3,1.25,8.69,1.81,Boros
2025-01-30,K100,E,32,3931,3821,110,32.9,62.9,70.3,113.7,1.47,10.27,1.83,Boros
2025-08-19,K073,D,31,4873,4735,138,30.5,81.8,62.4,105.1,1.51,13.07,1.83,Boros
2025-12-09,K005,A,29,5182,5072,110,24.6,79.5,94.7,71.2,1.94,16.58,1.69,Sedang
2025-05-27,K068,D,34,7282,7091,191,29.3,88.0,60.8,99.3,1.62,19.19,1.68,Sedang
2025-05-10,K010,A,34,5176,5071,105,27.3,75.1,93.5,128.1,1.88,16.89,1.77,Sedang
2025-12-07,K011,A,35,7042,6891,151,24.4,79.2,84.6,77.1,2.01,24.65,1.78,Sedang
2025-11-02,K040,B,28,7873,7687,186,29.9,64.1,84.7,117.5,1.56,21.05,1.76,Sedang
2025-10-25,K060,C,32,3184,3097,87,32.6,69.3,64.5,93.1,1.63,9.48,1.88,Boros
2025-08-30,K084,E,31,5552,5420,132,28.3,76.3,59.0,93.4,1.76,15.75,1.65,Sedang
2025-06-25,K098,E,35,7664,7481,183,29.2,54.3,75.5,120.0,1.95,26.45,1.81,Boros
2025-07-13,K078,D,33,7131,6912,219,32.4,80.0,81.7,93.3,1.47,20.52,2.02,Boros
2025-01-22,K045,C,28,3194,3091,103,34.9,65.9,77.0,111.5,1.33,8.45,2.05,Boros
2025-12-31,K023,B,33,5443,5324,119,27.2,77.2,77.7,112.2,1.8,16.77,1.75,Sedang
2025-12-03,K016,A,31,7651,7487,164,26.3,73.1,97.7,79.4,1.96,26.02,1.78,Sedang
2025-09-18,K098,E,34,5237,5116,121,28.5,77.8,70.1,110.1,1.87,15.82,1.66,Sedang
2025-10-15,K087,E,33,3640,3551,89,30.5,65.3,100.0,102.5,1.83,11.64,1.79,Sedang
2025-12-09,K084,E,34,7801,7612,189,28.8,79.8,81.0,96.3,1.69,22.91,1.78,Sedang
2025-12-06,K029,B,30,4644,4540,104,26.8,65.3,88.8,98.6,1.75,13.98,1.76,Sedang
2025-03-14,K020,A,28,4972,4861,111,25.1,80.5,94.6,100.4,1.74,13.85,1.63,Sedang
2025-02-12,K086,E,31,5799,5662,137,28.3,66.9,75.8,134.8,1.51,15.57,1.82,Boros
2025-09-25,K039,B,30,4471,4367,104,27.4,69.2,81.7,93.6,1.75,13.2,1.73,Sedang
2025-08-18,K006,A,31,7362,7206,156,24.3,77.1,90.1,89.3,1.92,24.87,1.8,Sedang
2025-11-20,K061,D,32,7815,7586,229,30.9,84.0,61.6,71.4,1.59,22.22,1.84,Boros
2025-03-30,K013,A,35,5570,5455,115,24.9,76.7,92.4,91.2,2.14,21.47,1.84,Boros
2025-08-03,K092,E,28,5829,5701,128,27.4,79.5,87.4,67.3,1.81,17.48,1.69,Sedang
2025-02-04,K078,D,35,3243,3158,85,26.9,78.8,63.2,79.9,1.69,9.84,1.84,Boros
2025-11-16,K038,B,34,7915,7717,198,29.1,64.0,82.8,97.0,1.66,23.74,1.85,Boros
2025-01-01,K033,B,33,7552,7377,175,29.2,67.9,76.4,100.1,1.95,25.28,1.75,Sedang
2025-10-18,K061,D,30,3507,3409,98,29.5,70.7,64.4,103.1,1.46,8.9,1.78,Sedang
2025-01-16,K029,B,34,4301,4195,106,30.1,62.3,83.0,120.8,1.81,14.25,1.88,Boros
2025-03-07,K075,D,34,4881,4727,154,31.6,84.5,71.0,92.7,1.2,11.46,2.02,Boros
2025-03-31,K087,E,32,3861,3767,94,30.4,68.1,70.7,99.3,1.93,12.81,1.76,Sedang
2025-09-03,K027,B,32,3421,3342,79,27.5,65.8,79.6,124.8,1.58,8.98,1.7,Sedang
2025-07-05,K037,B,29,4473,4376,97,27.6,72.1,81.5,101.6,1.87,13.39,1.63,Sedang
2025-05-14,K044,C,35,3264,3185,79,27.1,65.7,62.9,92.6,1.82,9.69,1.67,Sedang
2025-05-30,K058,C,29,3924,3814,110,31.8,74.5,70.1,105.6,1.3,9.3,1.88,Boros
2025-12-05,K003,A,33,3903,3824,79,24.5,82.1,92.1,64.0,1.86,13.07,1.84,Boros
2025-05-02,K008,A,35,4016,3935,81,25.5,84.5,82.1,116.5,1.98,13.33,1.71,Sedang
2025-01-15,K071,D,31,7056,6855,201,30.9,84.6,71.7,102.7,1.42,18.49,1.9,Boros
2025-01-12,K050,C,28,4869,4720,149,32.9,70.5,83.9,122.4,1.2,10.77,1.9,Boros
2025-05-26,K028,B,35,7563,7400,163,27.1,67.9,85.0,91.7,1.8,23.51,1.76,Sedang
2025-03-09,K092,E,33,7243,7075,168,29.3,81.1,82.6,84.8,1.81,23.21,1.81,Boros
2025-12-04,K082,E,34,6510,6348,162,30.3,71.6,95.4,112.8,1.96,22.62,1.82,Boros
2025-05-27,K075,D,30,6346,6156,190,30.1,73.1,68.4,92.6,1.3,15.36,1.92,Boros
2025-03-17,K082,E,30,7389,7222,167,27.6,74.3,92.4,113.2,1.65,21.99,1.85,Boros
2025-05-06,K077,D,31,5841,5677,164,30.2,75.9,68.0,106.4,1.47,15.9,1.91,Boros
2025-03-06,K085,E,35,6534,6379,155,25.6,80.5,69.0,105.0,1.89,20.14,1.67,Sedang
2025-11-09,K097,E,34,5693,5564,129,27.5,77.7,69.0,86.9,1.95,19.56,1.8,Boros
2025-05-17,K091,E,32,6829,6673,156,27.6,60.7,91.7,96.2,1.74,20.47,1.77,Sedang
2025-01-28,K092,E,28,4098,4008,90,24.4,70.2,79.1,88.7,1.8,12.27,1.7,Sedang
2025-11-18,K014,A,32,5048,4933,115,24.4,85.6,87.7,101.7,1.79,15.42,1.74,Sedang
2025-06-02,K100,E,30,5888,5732,156,31.3,75.1,79.7,121.5,1.36,14.9,1.91,Boros
2025-02-11,K001,A,29,5068,4965,103,24.8,71.3,84.0,80.2,2.22,17.96,1.63,Sedang
2025-12-18,K070,D,28,4779,4645,134,29.4,83.7,70.8,112.6,1.2,9.73,1.75,Sedang
2025-01-15,K073,D,28,3787,3676,111,31.5,74.8,65.8,86.3,1.36,9.4,1.87,Boros
2025-05-26,K079,D,30,5532,5378,154,30.1,78.4,68.5,94.2,1.42,14.01,1.83,Boros
2025-06-13,K042,C,31,3571,3461,110,35.2,60.3,75.0,122.1,1.61,11.18,2.01,Boros
2025-04-13,K023,B,30,7304,7140,164,28.6,72.0,82.7,94.4,1.84,22.45,1.71,Sedang
2025-06-02,K002,A,29,4215,4126,89,26.1,67.7,96.1,92.6,1.91,13.33,1.69,Sedang
2025-08-02,K069,D,35,4515,4400,115,27.7,76.8,63.6,104.3,1.63,12.79,1.78,Sedang
2025-02-04,K055,C,30,7327,7138,189,30.9,67.7,78.0,99.9,1.75,23.08,1.85,Boros
2025-03-13,K051,C,32,3913,3806,107,31.8,59.5,68.9,147.5,1.22,8.72,1.88,Boros
2025-05-14,K087,E,29,4307,4212,95,26.2,72.1,89.1,125.6,1.54,10.82,1.67,Sedang
2025-03-16,K003,A,35,6797,6659,138,25.3,78.9,89.7,108.7,2.07,24.74,1.79,Sedang
2025-11-23,K059,C,31,3615,3515,100,32.2,71.9,69.2,117.1,1.66,11.27,1.93,Boros
2025-10-10,K007,A,32,6810,6674,136,26.1,83.5,92.9,73.9,2.41,27.86,1.73,Sedang
2025-02-17,K048,C,34,6699,6516,183,32.5,71.3,81.7,123.2,1.55,19.26,1.91,Boros
2025-12-04,K023,B,35,3983,3889,94,29.9,77.3,80.7,115.8,1.93,14.44,1.92,Boros
2025-07-08,K096,E,28,4990,4858,132,30.1,61.5,78.4,78.6,1.52,13.25,1.8,Boros
2025-07-11,K093,E,35,7852,7666,186,26.2,67.5,78.2,95.5,1.61,23.54,1.91,Boros
2025-10-18,K022,B,33,4551,4450,101,27.2,72.7,84.4,97.5,2.03,15.89,1.76,Sedang
2025-04-15,K051,C,33,4445,4331,114,30.1,82.3,96.2,110.6,1.58,13.0,1.89,Boros
2025-01-18,K097,E,32,4567,4464,103,26.7,80.9,84.9,77.8,1.74,13.18,1.69,Sedang
2025-10-11,K033,B,35,5741,5606,135,29.7,65.9,77.1,110.8,1.87,18.93,1.81,Boros
2025-04-23,K077,D,34,7961,7717,244,32.9,80.1,63.8,122.8,1.3,19.31,1.93,Boros
2025-07-15,K058,C,33,4820,4687,133,31.5,55.2,77.4,106.7,1.7,15.17,1.9,Boros
2025-11-30,K021,B,33,3610,3536,74,27.9,70.8,87.1,75.7,1.95,12.18,1.76,Sedang
2025-10-13,K062,D,29,7368,7157,211,30.6,84.0,67.7,110.3,1.3,16.81,1.8,Boros
2025-07-26,K038,B,31,4551,4442,109,27.9,71.6,83.7,82.5,1.88,14.77,1.77,Sedang
2025-02-23,K061,D,34,4004,3890,114,30.0,81.1,65.7,97.6,1.58,11.31,1.85,Boros
2025-07-25,K068,D,32,5920,5771,149,28.2,82.6,69.1,83.0,1.74,17.53,1.74,Sedang
2025-05-09,K084,E,32,3026,2951,75,29.4,66.1,67.2,95.5,1.69,8.56,1.72,Sedang
2025-04-07,K026,B,28,6791,6634,157,29.3,67.3,81.2,104.7,2.02,23.62,1.77,Sedang
2025-06-03,K078,D,28,4926,4782,144,30.9,90.5,77.1,90.1,1.47,13.39,1.9,Boros
2025-03-02,K001,A,29,6168,6042,126,26.7,73.0,80.9,78.9,2.07,22.4,1.79,Sedang
2025-04-25,K074,D,28,3283,3201,82,28.8,88.4,60.8,115.4,1.61,8.72,1.69,Sedang
2025-11-16,K081,E,34,3992,3882,110,32.5,78.4,76.7,100.1,1.7,12.79,1.93,Boros
2025-03-15,K075,D,28,4341,4217,124,28.7,81.1,77.5,76.0,1.21,9.3,1.82,Boros
2025-05-17,K088,E,29,7790,7614,176,27.1,85.0,75.2,122.2,1.63,22.19,1.79,Sedang
2025-06-01,K029,B,33,7654,7482,172,27.1,72.1,88.4,74.9,1.83,25.14,1.83,Boros
2025-07-24,K009,A,31,7187,7033,154,25.2,70.8,79.7,101.6,2.15,26.15,1.73,Sedang
2025-12-04,K049,C,31,5878,5723,155,30.7,69.9,78.7,103.0,1.74,18.79,1.89,Boros
2025-12-29,K003,A,31,4152,4068,84,26.1,80.2,90.3,67.3,2.14,15.07,1.74,Sedang
2025-01-25,K049,C,31,6142,5957,185,34.5,63.1,67.5,133.2,1.3,15.83,2.05,Boros
2025-10-26,K078,D,31,4163,4044,119,30.3,79.9,61.5,93.7,1.34,9.02,1.67,Sedang
2025-02-13,K090,E,32,4299,4174,125,34.7,81.9,84.1,126.5,1.59,12.87,1.94,Boros
2025-02-15,K059,C,32,6427,6235,192,34.2,70.2,80.3,80.6,1.59,21.69,2.19,Boros
2025-01-18,K022,B,34,5131,5007,124,30.0,77.5,78.7,75.3,2.14,20.54,1.91,Boros
2025-02-22,K027,B,35,4716,4604,112,28.6,71.8,81.1,92.4,1.94,16.64,1.87,Boros
2025-01-09,K037,B,35,7726,7558,168,26.7,60.6,85.1,102.9,2.03,27.54,1.79,Sedang
2025-01-14,K014,A,29,6005,5868,137,24.4,70.5,91.0,89.8,1.71,17.61,1.76,Sedang
2025-09-14,K095,E,33,3018,2930,88,34.0,63.2,89.6,102.1,1.71,10.25,2.05,Boros
2025-01-12,K002,A,34,5683,5563,120,26.1,69.8,95.2,100.7,1.93,18.51,1.73,Sedang
2025-08-16,K053,C,33,5283,5129,154,32.5,60.4,70.6,133.8,1.39,13.93,1.95,Boros
2025-06-16,K050,C,33,5603,5442,161,31.1,59.3,81.9,117.2,1.37,14.31,1.91,Boros
2025-05-25,K074,D,32,5086,4957,129,29.1,74.0,69.2,115.9,1.77,15.73,1.8,Sedang
2025-10-16,K088,E,33,6865,6710,155,27.1,67.1,76.9,83.5,1.86,22.61,1.82,Boros
2025-11-27,K025,B,34,7625,7454,171,27.8,63.9,89.9,67.1,1.93,25.25,1.76,Sedang
2025-08-17,K047,C,33,4565,4438,127,31.4,76.1,70.6,128.0,1.53,12.18,1.8,Sedang
2025-11-05,K044,C,35,7836,7616,220,31.9,71.1,72.4,108.0,1.75,25.61,1.93,Boros
2025-10-02,K094,E,29,6253,6108,145,27.4,70.4,70.6,80.5,1.75,18.51,1.74,Sedang
2025-12-05,K013,A,31,5636,5520,116,26.6,89.1,85.9,103.7,2.03,19.58,1.74,Sedang
2025-09-15,K086,E,32,5892,5754,138,28.0,75.3,86.5,89.0,1.86,19.17,1.79,Sedang
2025-06-30,K041,C,31,6823,6630,193,33.1,63.3,71.3,136.9,1.24,16.06,1.95,Boros
2025-12-07,K100,E,34,4008,3915,93,25.9,73.1,73.1,96.5,1.82,11.85,1.66,Sedang
2025-05-31,K091,E,31,4007,3913,94,28.7,80.0,81.5,88.5,1.94,13.45,1.77,Sedang
2025-08-08,K097,E,30,4065,3973,92,22.6,84.0,79.3,105.5,1.66,11.93,1.81,Boros
2025-11-20,K038,B,30,5446,5316,130,26.6,71.0,85.4,103.3,1.72,15.85,1.74,Sedang
2025-08-09,K005,A,28,7196,7044,152,23.7,79.4,84.1,107.7,1.7,20.01,1.67,Sedang
2025-01-09,K067,D,31,3433,3338,95,29.7,76.1,69.6,116.6,1.22,7.42,1.82,Boros
2025-01-28,K079,D,35,7656,7446,210,29.6,74.8,54.8,92.4,1.74,23.42,1.81,Boros
2025-10-21,K062,D,35,3926,3812,114,31.0,79.7,56.6,103.7,1.45,10.15,1.84,Boros
2025-02-17,K040,B,35,7573,7404,169,28.6,72.4,65.7,101.0,2.2,28.39,1.74,Sedang
2025-07-14,K030,B,28,6926,6772,154,27.7,75.6,83.5,94.5,1.87,21.99,1.74,Sedang
2025-03-25,K053,C,33,5467,5332,135,28.1,64.4,75.9,113.5,1.45,14.0,1.81,Boros
2025-11-04,K100,E,28,4467,4346,121,31.9,70.4,74.0,103.4,1.8,14.19,1.82,Boros
2025-07-12,K051,C,32,5194,5062,132,29.8,58.4,82.9,98.0,1.73,16.43,1.88,Boros
2025-11-02,K100,E,29,7025,6858,167,28.6,93.1,86.4,71.6,1.81,21.98,1.77,Sedang
